,abbr,address,buildingID,category,distance,facid,gsf,latitude,longitude,name,nsf,searchable,site,zone
260,PARK211,"PARK STREET, 211",339,Served By CPP or SPP,99.0,2480,14540,41.309407,-72.932877,"PARK ST, 211",11658,"2480 PARK ST, 211 PARK STREET, 211 CHI PSI PARK STREET, 211 PARK211 211 PARK STREET PARK ST, 211 ",CEN,ZONE 4
261,PARK215,"PARK STREET, 215",340,Served By CPP or SPP,99.0,2485,10034,41.309241,-72.932397,"PARK ST, 215",7994,"2485 PARK ST, 215 PARK STREET, 215 ALPHA DELTA PHI PARK STREET, 215 PARK215 215 PARK STREET PARK ST, 215 ",CEN,ZONE 4
262,PARK217,"PARK STREET, 217",341,Served By CPP or SPP,99.0,2490,11409,41.309578,-72.932691,"PARK ST, 217",8952,"2490 PARK ST, 217 PARK STREET, 217 PHI GAMMA DELTA PARK STREET, 217 PARK217 217 PARK STREET PARK ST, 217 CABARET",CEN,ZONE 4
263,PWG,"TOWER PARKWAY, 70",206,Served By CPP or SPP,99.0,1440,535971,41.313769,-72.930945,PAYNE WHITNEY GYM,429203,"1440 PAYNE WHITNEY GYM TOWER PARKWAY, 70  WHITNEY GYMNASIUM, PAYNE PWG 70 TOWER PARKWAY TOWER PKWY, 70 PAYNE WHITNEY GYMNASIUM - PWG",CEN,ZONE 4
264,PM,"WHITNEY AVENUE, 170",123,Served By CPP or SPP,99.0,1045,88468,41.315971,-72.921142,PEABODY MUSEUM,70951,"1045 PEABODY MUSEUM WHITNEY AVENUE, 170  PEABODY MUSEUM OF NATURAL HISTORY, GEORGE PM 170 WHITNEY AVENUE WHITNEY AVE, 170 PEABODY MUSEUM OF NATURAL HISTORY",CEN,ZONE 1
265,PHELPS,"COLLEGE STREET, 344",354,Served By CPP or SPP,99.0,2625,27818,41.308412,-72.928206,PHELPS HALL,16316,"2625 PHELPS HALL COLLEGE STREET, 344  PHELPS HALL PHELPS 344 COLLEGE STREET COLLEGE ST, 344 PHELPS HALL - PH",CEN,ZONE 3
266,PC,"PARK STREET, 261",325,Served By CPP or SPP,99.0,2425,174906,41.310049,-72.932166,PIERSON COLLEGE,135394,"2425 PIERSON COLLEGE PARK STREET, 261  PIERSON COLLEGE, ABRAHAM PC 261 PARK STREET PARK ST, 261 PIERSON COLLEGE - PC",CEN,ZONE 4
267,PSPG,"WHITNEY AVENUE, 280",114,Served By CPP or SPP,99.0,1015,206329,41.31943,-72.920275,PIERSON-SAGE GARAGE,196757,"1015 PIERSON-SAGE GARAGE WHITNEY AVENUE, 280  PIERSON - SAGE PARKING GARAGE PSPG 280 WHITNEY AVENUE WHITNEY AVE, 280 PIERSON-SAGE PARKING GARAGE - PIERSAGEPK",CEN,ZONE 1
268,PCC,"HOWARD AVENUE, 789",404,Served By CPP or SPP,99.0,3305,0,41.302043,-72.93496,PRIMARY CARE CENTER,0,"3305 PRIMARY CARE CENTER HOWARD AVENUE, 789  PRIMARY CARE CENTER PCC 789 HOWARD AVENUE HOWARD AVE, 789 PRIMARY CARE CENTER - PCC",MED,MEDICAL
269,PROS077,"PROSPECT STREET,  77",173,Served By CPP or SPP,99.0,1250,21887,41.313967,-72.924613,"PROSPECT ST, 77",17531,"1250 PROSPECT ST, 77 PROSPECT STREET,  77  PROSPECT STREET,  77 PROS077 77 PROSPECT STREET PROSPECT ST,  77 ",CEN,ZONE 2
270,PROS202,"PROSPECT STREET, 202",90,Served By CPP or SPP,99.0,0921,7394,41.317246,-72.924357,"PROSPECT ST,202",6432,"0921 PROSPECT ST,202 PROSPECT STREET, 202 DR. THEODORE T. MUNGER HSE PROSPECT STREET, 202 PROS202 202 PROSPECT STREET PROSPECT ST, 202 ",CEN,OUTSOURCE
271,PROS204,"PROSPECT STREET, 204",89,Served By CPP or SPP,99.0,0920,7545,41.31739,-72.924313,"PROSPECT ST,204",6129,"0920 PROSPECT ST,204 PROSPECT STREET, 204  PROSPECT STREET, 204 PROS204 204 PROSPECT STREET PROSPECT ST, 204 ",CEN,ZONE 2
272,PROS210,"PROSPECT STREET, 210",88,Served By CPP or SPP,99.0,0915,8344,41.317557,-72.924276,"PROSPECT ST,210",6648,"0915 PROSPECT ST,210 PROSPECT STREET, 210  PROSPECT STREET, 210 PROS210 210 PROSPECT STREET PROSPECT ST, 210 ",CEN,ZONE 2
273,PROS230,"PROSPECT STREET, 230",87,Served By CPP or SPP,99.0,0910,8549,41.318107,-72.924139,"PROSPECT ST,230",7102,"0910 PROSPECT ST,230 PROSPECT STREET, 230 LUZAN B. MORRIS HSE PROSPECT STREET, 230 PROS230 230 PROSPECT STREET PROSPECT ST, 230 ",CEN,ZONE 2
274,PROS238,"PROSPECT STREET, 238",86,Served By CPP or SPP,99.0,0905,5671,41.318312,-72.924112,"PROSPECT ST,238",4427,"0905 PROSPECT ST,238 PROSPECT STREET, 238 PROF. HERBERT A NEWTON HSE PROSPECT STREET, 238 PROS238 238 PROSPECT STREET PROSPECT ST, 238 ",CEN,ZONE 2
275,PROS242,"PROSPECT STREET, 242",85,Served By CPP or SPP,99.0,0900,9280,41.318505,-72.924066,"PROSPECT ST,242",0,"0900 PROSPECT ST,242 PROSPECT STREET, 242  PROSPECT STREET, 242 PROS242 242 PROSPECT STREET PROSPECT ST, 242 ",CEN,LEASED
276,PROS254,"PROSPECT STREET, 254",72,Served By CPP or SPP,99.0,0820,10013,41.318746,-72.924044,"PROSPECT ST,254",8484,"0820 PROSPECT ST,254 PROSPECT STREET, 254 GEORGE W. CURTIS HSE PROSPECT STREET, 254 PROS254 254 PROSPECT STREET PROSPECT ST, 254 ",CEN,ZONE 2
277,PROS276,"PROSPECT STREET, 276",69,Served By CPP or SPP,99.0,0815,18943,41.319153,-72.923977,"PROSPECT ST,276",15360,"0815 PROSPECT ST,276 PROSPECT STREET, 276 OLD YALE INFIRMERY PROSPECT STREET, 276 PROS276 276 PROSPECT STREET PROSPECT ST, 276 ",CEN,ZONE 2
278,PROS282,"PROSPECT STREET, 282",68,Served By CPP or SPP,99.0,0810,9199,41.319512,-72.923832,"PROSPECT ST,282",0,"0810 PROSPECT ST,282 PROSPECT STREET, 282  PROSPECT STREET, 282 PROS282 282 PROSPECT STREET PROSPECT ST, 282 ",CEN,LEASED
279,PROS300,"PROSPECT STREET, 300",65,Served By CPP or SPP,99.0,0806,6452,41.319789,-72.92378,"PROSPECT ST,300",5213,"0806 PROSPECT ST,300 PROSPECT STREET, 300  PROSPECT STREET, 300 PROS300 300 PROSPECT STREET PROSPECT ST, 300 ",CEN,OUTSOURCE
280,PROS310,"PROSPECT STREET, 310",64,Served By CPP or SPP,99.0,0805,9828,41.320054,-72.923796,"PROSPECT ST,310",8212,"0805 PROSPECT ST,310 PROSPECT STREET, 310 JOHN SCHWAB HSE PROSPECT STREET, 310 PROS310 310 PROSPECT STREET PROSPECT ST, 310 ",CEN,ZONE 2
281,PROS314,"PROSPECT STREET, 314",61,Served By CPP or SPP,99.0,0800,7901,41.32032,-72.923779,"PROSPECT ST,314",6515,"0800 PROSPECT ST,314 PROSPECT STREET, 314 ALEXANDER CATLIN TWINING HSE PROSPECT STREET, 314 PROS314 314 PROSPECT STREET PROSPECT ST, 314 ",CEN,ZONE 2
282,PSG,"PROSPECT STREET, 200",4860,Served By CPP or SPP,99.0,0924,111875,41.31791,-72.92474,PROSPECT-SACHEM GAR,106763,"0924 PROSPECT-SACHEM GAR PROSPECT STREET, 200 SCIENCE HILL PARKING GARAGE - SHPG PROSPECT-SACHEM GARAGE PSG 200 PROSPECT STREET PROSPECT ST, 200 ",CEN,ZONE 2
283,RTH,"TOWER PARKWAY, 20",207,Served By CPP or SPP,99.0,1445,51499,41.313218,-72.931827,RAY TOMPKINS HOUSE,42235,"1445 RAY TOMPKINS HOUSE TOWER PARKWAY, 20  TOMPKINS HOUSE, RAY RTH 20 TOWER PARKWAY TOWER PKWY, 20 RAY TOMPKINS HOUSE - RTH",CEN,ZONE 4
284,RESCOL13,"PROSPECT STREET,  90",4998,Served By CPP or SPP,99.0,1350,0,41.314576,-72.925392,RESID COLLEGE 13 SOUTH,0,"1350 RESID COLLEGE 13 SOUTH PROSPECT STREET,  90  RESIDENTIAL COLLEGE 13 SOUTH COLLEGE RESCOL13 90 PROSPECT STREET PROSPECT ST, 90 ",CEN,
285,RAH,"YORK STREET, 232",326,Served By CPP or SPP,99.0,2430,11798,41.309894,-72.931056,ROSE ALUMNI HOUSE,9128,"2430 ROSE ALUMNI HOUSE YORK STREET, 232 DELTA KAPPA EPSILON ROSE ALUMNI HOUSE RAH 232 YORK STREET YORK ST, 232 ROSE ALUMNI HOUSE - AYA",CEN,ZONE 4
286,ROSE,"ASHMUN STREET, 101",4775,Served By CPP or SPP,99.0,1385,38166,41.315946,-72.928808,ROSE CENTER,33396,"1385 ROSE CENTER ASHMUN STREET, 101  ROSE CENTER ROSE 101 ASHMUN STREET ASHMUN ST, 101 ",CEN,ZONE 4
287,RSN,"GROVE STREET, 109-111",237,Served By CPP or SPP,99.0,1715,40056,41.311047,-72.923403,ROSENFELD HALL,30906,"1715 ROSENFELD HALL GROVE STREET, 109-111 ST. ELMO HALL ROSENFELD HALL RSN 109-111 GROVE STREET GROVE ST, 109 ROSENFELD HALL- 109 GROVE",CEN,ZONE 3
288,RKZ,"PROSPECT STREET, 115",4922,Served By CPP or SPP,99.0,1261,70710,41.314669,-72.924519,ROSENKRANZ HALL,60780,"1261 ROSENKRANZ HALL PROSPECT STREET, 115  ROSENKRANZ HALL, ROBERT RKZ 115 PROPSECT STREET PROSPECT ST, 115 ",CEN,ZONE 2
289,RDH,"YORK STREET, 180",336,Served By CPP or SPP,99.0,2470,110307,41.308779,-72.931892,RUDOLPH HALL,92748,"2470 RUDOLPH HALL YORK STREET, 180  RUDOLPH HALL, PAUL RDH 180 YORK STREET YORK ST, 180 ART & ARCHITECTURE BUILDING - AA",CEN,ZONE 4
290,SACH010,"SACHEM STREET, 10",144,Served By CPP or SPP,99.0,1110,30596,41.315221,-72.921483,"SACHEM ST, 10 (158 WHIT)",26184,"1110 SACHEM ST, 10 (158 WHIT) SACHEM STREET, 10 WHITNEY AVE, 158 - WHIT158; JOHN NORTH HSE SACHEM STREET, 10 SACH010 10 SACHEM STREET SACHEM ST, 10 158 WHITNEY",CEN,ZONE 2
291,SB,"PROSPECT STREET, 205",132,Served By CPP or SPP,99.0,1070,27698,41.317156,-72.923697,SAGE-BOWERS HALL,22606,"1070 SAGE-BOWERS HALL PROSPECT STREET, 205  SAGE- BOWERS HALLS SB 205 PROSPECT STREET PROSPECT ST, 205 SAGE-BOWERS HALLS - SAGEHALL",CEN,ZONE 1
292,SY,"ELM STREET, 242",342,Served By CPP or SPP,99.0,2500,164824,41.310092,-72.929603,SAYBROOK COLLEGE,127098,"2500 SAYBROOK COLLEGE ELM STREET, 242  SAYBROOK COLLEGE SY 242 ELM STREET ELM ST, 242 SAYBROOK COLLEGE - SY",CEN,ZONE 4
293,SC,"GROVE STREET, 168",272,Served By CPP or SPP,99.0,2010,95259,41.311803,-72.926478,SCHWARZMAN CENTER,70546,"2010 SCHWARZMAN CENTER GROVE STREET, 168 UNIVERSITY COMMONS SCHWARZMAN CENTER SC 168 GROVE STREET GROVE ST, 168 UNIVERSITY COMMONS",CEN,ZONE 3
294,SSS,"PROSPECT STREET,   1",216,Served By CPP or SPP,99.0,1520,93416,41.311851,-72.925272,SHEFFD-STERL-STRATHC,73673,"1520 SHEFFD-STERL-STRATHC PROSPECT STREET,   1  SHEFFIELD STERLING STRATHCONA HALL SSS 1 PROSPECT STREET PROSPECT ST,   1 SHEFFIELD STERLING STRATHCONA HALL - SSS",CEN,ZONE 2
295,SM,"COLLEGE STREET, 505",243,Served By CPP or SPP,99.0,1800,239975,41.310813,-72.924871,SILLIMAN COLLEGE,186168,"1800 SILLIMAN COLLEGE COLLEGE STREET, 505 INCL. BYERS HALL & VANDERBILT SCIENTIFIC HALL SILLIMAN COLLEGE, BENJAMIN SM 505 COLLEGE STREET COLLEGE ST, 505 BENJAMIN SILLIMAN COLLEGE - SM",CEN,ZONE 3
296,SLIFKA,"WALL STREET,  80",255,Served By CPP or SPP,99.0,1913,0,41.310179,-72.925269,"SLIFKA CENTER, JOSEPH",0,"1913 SLIFKA CENTER, JOSEPH WALL STREET,  80  SLIFKA CENTER, JOSEPH, FOR JEWISH LIFE SLIFKA 80 WALL STREET WALL ST, 80 JOSEPH SLIFKA CENTER",CEN,ZONE 3
297,SPL,"PROSPECT STREET, 217",134,Served By CPP or SPP,99.0,1075,85433,41.317345,-72.923108,SLOANE PHYSICS LAB,65292,"1075 SLOANE PHYSICS LAB PROSPECT STREET, 217  SLOANE PHYSICS LABORATORY, HENRY T. & WILLIAM D. SPL 217 PROSPECT STREET PROSPECT ST, 217 SLOANE PHYSICS LAB",CEN,ZONE 1
298,SMH,"COLLEGE STREET, 470",276,Served By CPP or SPP,99.0,2025,34417,41.310687,-72.926576,"SPRAGUE HALL,ARNOLD",27671,"2025 SPRAGUE HALL,ARNOLD COLLEGE STREET, 470  SPRAGUE MEMORIAL HALL, ARNOLD A. SMH 470 COLLEGE STREET COLLEGE ST, 470 SPRAGUE MEMORIAL HALL - SMH",CEN,ZONE 3
299,STN,"HILLHOUSE AVENUE, 52",165,Served By CPP or SPP,99.0,1215,12462,41.315431,-72.923441,STEINBACH HALL,9992,"1215 STEINBACH HALL HILLHOUSE AVENUE, 52 JOHN P. NORTON HOUSE STEINBACH HALL STN 52 HILLHOUSE AVENUE HILLHOUSE AVE, 52 STEINBACH HALL",CEN,ZONE 2
300,SCL,"PROSPECT STREET, 225",136,Served By CPP or SPP,99.0,1085,168469,41.318237,-72.922934,STERLING CHEM LAB,147058,"1085 STERLING CHEM LAB PROSPECT STREET, 225  STERLING CHEMISTRY LABORATORY, JOHN W. SCL 225 PROSPECT STREET PROSPECT ST, 225 STERLING CHEMISTRY LAB - SCL",CEN,ZONE 1
301,SDQ,"PROSPECT STREET, 409",38,Served By CPP or SPP,99.0,0440,160365,41.3234,-72.92169,STERLING DIV. QUAD.,133659,"0440 STERLING DIV. QUAD. PROSPECT STREET, 409  STERLING DIVINITY QUADRANGLE, JOHN W. SDQ 409 PROSPECT STREET PROSPECT ST, 409 STERLING DIVINITY QUAD - DIVQUAD",CEN,ZONE 2
302,SHMB,"CEDAR STREET, 333",390,Served By CPP or SPP,99.0,3115,182600,41.303453,-72.93347,STERLING HALL MED B,0,"3115 STERLING HALL MED B CEDAR STREET, 333  STERLING HALL OF MEDICINE WING B SHMB 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING B - SHMB",MED,MEDICAL
303,SHMC,"CEDAR STREET, 333",388,Served By CPP or SPP,99.0,3105,98900,41.302556,-72.933718,STERLING HALL MED C,0,"3105 STERLING HALL MED C CEDAR STREET, 333  STERLING HALL OF MEDICINE WING C SHMC 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING C - SHMC",MED,MEDICAL
304,SHMICDU,"CEDAR STREET, 333",394,Served By CPP or SPP,99.0,3140,10305,41.304066,-72.933898,STERLING HALL MED CDU,0,"3140 STERLING HALL MED CDU CEDAR STREET, 333  STERLING HALL OF MEDICINE, CHILD DEVELOPMENT UNIT SHMICDU 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE, CHILD DEV UNIT SHM ICDU",MED,MEDICAL
305,SHMI,"CEDAR STREET, 333",392,Served By CPP or SPP,99.0,3125,151800,41.303806,-72.933826,STERLING HALL MED I,0,"3125 STERLING HALL MED I CEDAR STREET, 333  STERLING HALL OF MEDICINE WING I SHMI 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING I - SHMI",MED,MEDICAL
306,SHML,"CEDAR STREET, 333",389,Served By CPP or SPP,99.0,3110,116700,41.302982,-72.93336,STERLING HALL MED L,0,"3110 STERLING HALL MED L CEDAR STREET, 333  STERLING HALL OF MEDICINE WING L SHML 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING L - SHML",MED,MEDICAL
307,SLB,"WALL STREET, 127",269,Served By CPP or SPP,99.0,2000,255687,41.312037,-72.928189,STERLING LAW BLDGS.,205622,"2000 STERLING LAW BLDGS. WALL STREET, 127  STERLING LAW BUILDINGS, JOHN W. SLB 127 WALL STREET WALL ST,127 STERLING LAW BLDG - SLB",CEN,ZONE 4
308,SML,"HIGH STREET,120",282,Served By CPP or SPP,99.0,2055,443000,41.311139,-72.928898,STERLING MEM LIBRARY,375669,"2055 STERLING MEM LIBRARY HIGH STREET,120  STERLING MEMORIAL LIBRARY SML 120 HIGH STREET HIGH ST,120 STERLING MEMORIAL LIBRARY - SML",CEN,ZONE 4
309,STOECK,"COLLEGE STREET, 469",252,Served By CPP or SPP,99.0,1900,22775,41.310498,-72.926024,STOECKEL HALL,17957,"1900 STOECKEL HALL COLLEGE STREET, 469  STOECKEL HALL, GUSTAVE J. STOECK 469 COLLEGE STREET COLLEGE ST, 469 STOECKEL HALL",CEN,ZONE 3
310,ST,"CHAPEL STREET, 1071",360,Served By CPP or SPP,99.0,2655,32028,41.308026,-72.92993,STREET HALL,22607,"2655 STREET HALL CHAPEL STREET, 1071 YALE SCHOOL OF FINE ARTS STREET HALL ST 1071 CHAPEL STREET CHAPEL ST, 1071 STREET HALL",CEN,ZONE 3
311,TEMP302,"TEMPLE STREET, 302",258,Served By CPP or SPP,99.0,1930,33445,41.309388,-72.925315,"TEMPLE ST, 302",28162,"1930 TEMPLE ST, 302 TEMPLE STREET, 302  TEMPLE STREET, 302 TEMP302 302 TEMPLE STREET TEMPLE ST, 302 ",CEN,ZONE 3
312,TEMP320,"TEMPLE STREET, 320",257,Served By CPP or SPP,99.0,1925,9615,41.309848,-72.924908,"TEMPLE ST, 320",7929,"1925 TEMPLE ST, 320 TEMPLE STREET, 320  TEMPLE STREET, 320 TEMP320 320 TEMPLE STREET TEMPLE ST, 320 ",CEN,ZONE 3
313,TEMP432,"TEMPLE STREET, 432",223,Served By CPP or SPP,99.0,1610,5786,41.312822,-72.922683,"TEMPLE ST, 432",5006,"1610 TEMPLE ST, 432 TEMPLE STREET, 432  TEMPLE STREET, 432 TEMP432 432 TEMPLE STREET TEMPLE ST, 432 ",CEN,ZONE 2
314,TEMP434,"TEMPLE STREET, 434",224,Served By CPP or SPP,99.0,1612,6577,41.312902,-72.922632,"TEMPLE ST, 434",5255,"1612 TEMPLE ST, 434 TEMPLE STREET, 434  TEMPLE STREET, 434 TEMP434 434 TEMPLE STREET TEMPLE ST, 434 ",CEN,ZONE 2
315,TEMP442,"TEMPLE STREET, 442",221,Served By CPP or SPP,99.0,1605,5353,41.313067,-72.922578,"TEMPLE ST, 442",4446,"1605 TEMPLE ST, 442 TEMPLE STREET, 442 A. A. THOMPSON HSE TEMPLE STREET, 442 TEMP442 442 TEMPLE STREET TEMPLE ST, 442 ",CEN,ZONE 2
316,TAC,"CEDAR STREET, 300",516,Served By CPP or SPP,99.0,3400,457000,41.301327,-72.934237,THE ANLYAN CENTER,0,"3400 THE ANLYAN CENTER CEDAR STREET, 300 CONGRESS AVENUE BUILDING THE ANLYAN CENTER TAC 300 CEDAR STREET CEDAR ST, 300 ",MED,MEDICAL
317,TD,"TEMPLE STREET, 345",245,Served By CPP or SPP,99.0,1820,154555,41.31028,-72.923764,TIMOTHY DWIGHT COLL.,109554,"1820 TIMOTHY DWIGHT COLL. TEMPLE STREET, 345  DWIGHT COLLEGE, TIMOTHY TD 345 TEMPLE STREET TEMPLE ST, 345 TIMOTHY DWIGHT COLLEGE - TD",CEN,ZONE 3
318,TE,"HOWARD AVENUE, 789",416,Served By CPP or SPP,99.0,3370,7900,41.302425,-72.934527,TOMPKINS EAST BLDG,0,"3370 TOMPKINS EAST BLDG HOWARD AVENUE, 789  TOMPKINS EAST BUILDING TE 789 HOWARD AVENUE HOWARD AVE, 789 TOMPKINS EAST BLDG - TE",MED,MEDICAL
319,TMP,"HOWARD AVENUE, 789",405,Served By CPP or SPP,99.0,3310,28392,41.30233,-72.935185,TOMPKINS MEM PAVILION,0,"3310 TOMPKINS MEM PAVILION HOWARD AVENUE, 789  TOMPKINS MEMORIAL PAVILION TMP 789 HOWARD AVENUE HOWARD AVE, 789 TOMPKINS MEMORIAL PAVILION - TMP",MED,MEDICAL
320,TC,"ELM STREET, 241",281,Served By CPP or SPP,99.0,2050,127130,41.310703,-72.929112,TRUMBULL COLLEGE,97054,"2050 TRUMBULL COLLEGE ELM STREET, 241  TRUMBULL COLLEGE, JONATHAN TC 241 ELM STREET ELM ST, 241 TRUMBULL COLLEGE - TC",CEN,ZONE 4
321,TRUM87,"TRUMBULL STREET, 87",171,Served By CPP or SPP,99.0,1240,7858,41.313858,-72.924351,"TRUMBULL ST, 87",6568,"1240 TRUMBULL ST, 87 TRUMBULL STREET, 87 BENJAMIN SILLIMAN HSE TRUMBULL STREET, 87 TRUM87 87 TRUMBULL STREET TRUMBULL ST, 87 ",CEN,ZONE 2
322,UT,"YORK STREET, 222",327,Served By CPP or SPP,99.0,2435,48422,41.309701,-72.931255,UNIVERSITY THEATRE,44093,"2435 UNIVERSITY THEATRE YORK STREET, 222  UNIVERSITY THEATRE UT 222 YORK STREET YORK ST, 222 UNIVERSITY THEATRE - UT",CEN,ZONE 4
323,V,"CHAPEL STREET, 1035",359,Served By CPP or SPP,99.0,2650,79459,41.30788,-72.929339,VANDERBILT HALL,57553,"2650 VANDERBILT HALL CHAPEL STREET, 1035  VANDERBILT HALL V 1035 CHAPEL STREET CHAPEL ST, 1035 VANDERBILT HALL",CEN,ZONE 3
324,WLH,"WALL STREET, 100",277,Served By CPP or SPP,99.0,2030,52183,41.310617,-72.92687,W. L. HARKNESS HALL,41531,"2030 W. L. HARKNESS HALL WALL STREET, 100  HARKNESS HALL, WILLIAM L. WLH 100 WALL STREET WALL ST,100 WILLIAM HARKNESS HALL - WLH",CEN,ZONE 3
325,WALL53,"WALL STREET,  53",250,Served By CPP or SPP,99.0,1840,38314,41.309813,-72.923678,"WALL ST, 53",30931,"1840 WALL ST, 53 WALL STREET,  53 TRINITY CHURCH PARISH HSE WALL STREET, 53 WALL53 53 WALL STREET WALL ST, 53 ",CEN,ZONE 3
326,WALL66,"WALL STREET,  66",256,Served By CPP or SPP,99.0,1920,6937,41.310013,-72.924781,"WALL ST, 66",6063,"1920 WALL ST, 66 WALL STREET,  66 JOHN A. LYNDE HOUSE WALL STREET, 66 WALL66 66 WALL STREET WALL ST, 66 ",CEN,ZONE 3
327,WALL82,"WALL STREET,  82-90",253,Served By CPP or SPP,99.0,1905,34679,41.310348,-72.925617,"WALL ST, 82-90",28066,"1905 WALL ST, 82-90 WALL STREET,  82-90  WALL STREET, 82-90 WALL82 82-90 WALL STREET WALL ST, 82 82 WALL",CEN,ZONE 3
328,WARNER,"HILLHOUSE AVENUE,  1",227,Served By CPP or SPP,99.0,1625,22640,41.311377,-72.924115,WARNER HOUSE,18310,"1625 WARNER HOUSE HILLHOUSE AVENUE,  1 CLOISTER HOUSE WARNER HOUSE WARNER 1 HILLHOUSE AVENUE HILLHOUSE AVE,  1 ",CEN,ZONE 2
329,WTS,"SACHEM STREET, 60",163,Served By CPP or SPP,99.0,1205,41874,41.315756,-72.92372,WATSON CENTER,35705,"1205 WATSON CENTER SACHEM STREET, 60  WATSON CENTER WTS 60 SACHEM STREET SACHEM ST, 60 ",CEN,ZONE 2
330,WEIR,"HIGH STREET, 66",345,Served By CPP or SPP,99.0,2515,19718,41.30879,-72.930364,WEIR HALL,13342,"2515 WEIR HALL HIGH STREET, 66  WEIR HALL, JOHN F. WEIR 66 HIGH STREET HIGH ST, 66 JOHN WEIR HALL",CEN,ZONE 4
331,W,"COLLEGE STREET, 330",355,Served By CPP or SPP,99.0,2630,40942,41.308147,-72.928369,"WELCH HALL,HARMANUS",30966,"2630 WELCH HALL,HARMANUS COLLEGE STREET, 330  WELCH HALL, HARMANUS M. W 330 COLLEGE STREET COLLEGE ST, 330 WELCH HALL",CEN,ZONE 3
332,WHIT221,"WHITNEY AVENUE, 221",160,Served By CPP or SPP,99.0,1180,66582,41.316733,-72.919795,"WHITNEY AVE, 221",56820,"1180 WHITNEY AVE, 221 WHITNEY AVENUE, 221  WHITNEY AVENUE, 221 WHIT221 221 WHITNEY AVENUE WHITNEY AVE, 221 ",CEN,ZONE 2
333,WWW,"YORK STREET,  25",413,Served By CPP or SPP,99.0,3350,37721,41.30332,-72.934634,WINCHESTER BLDG,0,"3350 WINCHESTER BLDG YORK STREET,  25  WINCHESTER BUILDING, WILLIAM WIRT WWW 25 YORK STREET YORK ST,  25 WILLIAM WIRT WINCHESTER BLDG - WWW",MED,MEDICAL
334,WOOD,"WALL STREET, 105",275,Served By CPP or SPP,99.0,2020,11346,41.31117,-72.926693,WOODBRIDGE HALL,8944,"2020 WOODBRIDGE HALL WALL STREET, 105  WOODBRIDGE HALL, TIMOTHY WOOD 105 WALL STREET WALL ST,105 TIMOTHY WOODBRIDGE HALL",CEN,ZONE 3
335,WOOL,"COLLEGE STREET, 500",273,Served By CPP or SPP,99.0,2015,46148,41.31129,-72.926125,WOOLSEY HALL,36896,"2015 WOOLSEY HALL COLLEGE STREET, 500  WOOLSEY HALL WOOL 500 COLLEGE STREET COLLEGE ST, 500 WOOLSEY HALL",CEN,ZONE 3
336,WL,"WHITNEY AVENUE, 272",116,Served By CPP or SPP,99.0,1020,52325,41.318961,-72.920686,WRIGHT LAB,44880,"1020 WRIGHT LAB WHITNEY AVENUE, 272 WRIGHT NUCLEAR STRUCTURES LABORATORY WRIGHT LABORATORY WL 272 WHITNEY AVENUE WHITNEY AVE, 272 WRIGHT NUCLEAR STRUCTURES LAB - WNSL",CEN,ZONE 1
337,WL-W,"WHITNEY AVENUE, 268",119,Served By CPP or SPP,99.0,1025,26931,41.318459,-72.921449,WRIGHT LAB - WEST,24735,"1025 WRIGHT LAB - WEST WHITNEY AVENUE, 268 WRIGHT NUCLEAR STRUCTURES LABORATORY, WEST WRIGHT LABORATORY, WEST WL-W 268 WHITNEY AVENUE WHITNEY AVE, 268 WRIGHT NUCLEAR STRUCTURES LAB WEST - WNSLW",CEN,ZONE 1
338,YHC,"LOCK STREET, 55",4950,Served By CPP or SPP,99.0,1390,147006,41.315632,-72.927574,YALE HEALTH CENTER,128276,"1390 YALE HEALTH CENTER LOCK STREET, 55  YALE HEALTH CENTER YHC 55 LOCK STREET LOCK ST, 55 ",CEN,ZONE 4
339,YPB,"HOWARD AVENUE, 800",400,Served By CPP or SPP,99.0,3200,98040,41.302516,-72.936396,YALE PHYSICIANS BLDG,0,"3200 YALE PHYSICIANS BLDG HOWARD AVENUE, 800  YALE PHYSICIANS BUILDING YPB 800 HOWARD AVENUE HOWARD AVE, 800 YALE PHYSICIAN'S BUILDING - YPB",MED,MEDICAL
340,YRT,"CHAPEL STREET, 1120",364,Served By CPP or SPP,99.0,2700,25705,41.308064,-72.931607,YALE REPERTORY THEAT,20966,"2700 YALE REPERTORY THEAT CHAPEL STREET, 1120 CALVARY BAPTIST CHURCH YALE REPERTORY THEATRE YRT 1120 CHAPEL STREET CHAPEL ST, 1120 YALE REPERTORY THEATRE - YRT",CEN,ZONE 4
341,YUAG,"CHAPEL STREET, 1111",347,Served By CPP or SPP,99.0,2520,148245,41.308313,-72.930815,YALE U. ART GALLERY,119749,"2520 YALE U. ART GALLERY CHAPEL STREET, 1111  YALE UNIVERSITY ART GALLERY YUAG 1111 CHAPEL STREET CHAPEL ST, 1111 YALE UNIVERSITY ART GALLERY - AG",CEN,ZONE 4
